x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
-0.10429853200912476,-0.03426545858383179,-0.04766475043186347,-0.17870447039604187,-0.1690053939819336,-0.05392888939866225,-0.2036646008491516,-0.31243377923965454,-0.05828191346415679,-0.20674288272857666,-0.41026362776756287,-0.05018541595825354,-0.15042927861213684,-0.2939113974571228,0.026188431243213017,-0.14213621616363525,-0.37139374017715454,-0.017256649275509517,-0.12482094764709473,-0.2557640075683594,-0.03278817987927596,-0.1204099953174591,-0.23101657629013062,-0.035901244794217746,-0.08269715309143066,-0.3005443215370178,0.032126743281992276,-0.07804274559020996,-0.37474530935287476,-0.01479392132648627,-0.0750800371170044,-0.2349521517753601,-0.01673955849298636,-0.07864004373550415,-0.23099899291992188,-0.0028626551564912006,-0.019823849201202393,-0.292199969291687,0.023047845746191342,-0.010782778263092041,-0.3603368401527405,-0.030803000618902843,-0.0191953182220459,-0.2319682240486145,-0.012085937028018634,-0.02470308542251587,-0.22056031227111816,0.01668728881588777,0.043417274951934814,-0.2801184058189392,0.00917906680217584,0.0451432466506958,-0.3302695155143738,-0.01647624007352988,0.03238421678543091,-0.23950707912445068,0.0013636359300335243,0.02767026424407959,-0.22100162506103516,0.023376384685548146,A
-0.04913330078125,-0.06476753950119019,-0.024068542570489626,-0.06078878045082092,-0.17388850450515747,-0.030595362932103853,-0.02027606964111328,-0.25074589252471924,-0.036193518713730555,0.02853408455848694,-0.2606269121170044,-0.040680425987261515,-0.04006674885749817,-0.2662525773048401,0.0020092045416504334,-0.029472708702087402,-0.36542588472366333,-0.006124758441615086,-0.01974204182624817,-0.42220184206962585,-0.019616870955246668,-0.010163068771362305,-0.47383472323417664,-0.033226243034619074,0.0011217296123504639,-0.27009159326553345,0.001252973172199745,0.008216172456741333,-0.3764001131057739,-0.002252907073739152,0.014131695032119751,-0.43778473138809204,-0.014891853370386343,0.01685255765914917,-0.4965708553791046,-0.02771269232096074,0.036461859941482544,-0.2522627115249634,-0.004141141474860888,0.045791417360305786,-0.3481927514076233,-0.008192729019242506,0.04832574725151062,-0.4077032208442688,-0.01769478879930375,0.04751911759376526,-0.45972245931625366,-0.02829308882417081,0.07451513409614563,-0.21731984615325928,-0.013521970995384436,0.08081093430519104,-0.28933626413345337,-0.017506954074519854,0.08104899525642395,-0.3358864188194275,-0.02062915712656377,0.07808658480644226,-0.3781663179397583,-0.025963325799125414,B
-0.05640590190887451,-0.06312620639801025,-0.02333855662183737,-0.07130160927772522,-0.17392092943191528,-0.028960265551376096,-0.03063926100730896,-0.2546428442001343,-0.03370012562410807,0.018203526735305786,-0.26263630390167236,-0.0371136575533626,-0.05063050985336304,-0.2666964530944824,0.005521121568364151,-0.04059872031211853,-0.3665567636489868,-0.0011416352183175604,-0.030490964651107788,-0.4229569435119629,-0.014344495122003309,-0.020774096250534058,-0.47470468282699585,-0.02814338016943907,-0.008860737085342407,-0.27122241258621216,0.0045667818219783385,-0.0030054450035095215,-0.377501904964447,0.002304854936284073,0.0034828782081604004,-0.4386351704597473,-0.01014235369549965,0.0064994096755981445,-0.4979896545410156,-0.02304963055686926,0.026079148054122925,-0.25340545177459717,-0.0011450034628239791,0.03423789143562317,-0.3483812212944031,-0.0044657358496067445,0.03752759099006653,-0.4079902172088623,-0.013875620771813146,0.03801187872886658,-0.4599550664424896,-0.024659563188123457,0.06476399302482605,-0.21815109252929688,-0.010856279504167787,0.07006260752677917,-0.2894396185874939,-0.014667915512490026,0.07044103741645813,-0.33523666858673096,-0.017736049701142065,0.06824150681495667,-0.3769095540046692,-0.023152869526910536,A
-0.08198344707489014,-0.0077193379402160645,-0.008303840175914345,-0.16619175672531128,-0.05526280403137207,-0.015707159877466736,-0.22794467210769653,-0.07214224338531494,-0.029841095671701012,-0.2822098731994629,-0.09260380268096924,-0.04318698728148895,-0.14178109169006348,-0.24068772792816162,0.03897560527856392,-0.18171954154968262,-0.31742262840270996,0.028164743914556922,-0.21751001477241516,-0.3439871072769165,0.007294429934871616,-0.25462812185287476,-0.35028988122940063,-0.009431893468546448,-0.11504489183425903,-0.25825875997543335,0.023303575351190986,-0.16198724508285522,-0.34595030546188354,0.007043444554609479,-0.20701462030410767,-0.3666419982910156,-0.017980333880233346,-0.25073230266571045,-0.3566749095916748,-0.033621686041998444,-0.08244198560714722,-0.26320064067840576,0.0015685976280916947,-0.13175731897354126,-0.3530988097190857,-0.013267430008101044,-0.17798346281051636,-0.37678295373916626,-0.027906984553384362,-0.22532635927200317,-0.37707293033599854,-0.035955453754114686,-0.04572272300720215,-0.2536165714263916,-0.023005221501636086,-0.09404313564300537,-0.33235257863998413,-0.036922621071981965,-0.13685113191604614,-0.3692556619644165,-0.045290178150581895,-0.18016767501831055,-0.38962632417678833,-0.04955021897022682,C
-0.10967785120010376,-0.05475258827209473,0.0116066938281989,-0.1727556586265564,-0.125224769115448,-0.00238086972227336,-0.2236945629119873,-0.1578211784362793,-0.027408924324717532,-0.2693796455860138,-0.18920236825942993,-0.053999588264431964,-0.09809982776641846,-0.3149501085281372,0.00019676108071564613,-0.11445057392120361,-0.437431275844574,-0.026939621566143046,-0.1141093373298645,-0.5145700871944427,-0.04711364619275571,-0.11179578304290771,-0.5828113257884979,-0.06228514425298215,-0.07281273603439331,-0.30711615085601807,-0.02729107290348054,-0.1968822479248047,-0.36300039291381836,-0.0632213842107916,-0.2501697838306427,-0.28665691614151,-0.07525054775020124,-0.2637982964515686,-0.22688329219818115,-0.07902422956964017,-0.06295239925384521,-0.2683883309364319,-0.05631003565927983,-0.18519890308380127,-0.32663464546203613,-0.09009518883964063,-0.24055159091949463,-0.25933635234832764,-0.08748562298556806,-0.2566410303115845,-0.20054388046264648,-0.07964579425593854,-0.06733626127243042,-0.21436232328414917,-0.08495515994569303,-0.158622145652771,-0.27770739793777466,-0.11251473836442472,-0.21447038650512695,-0.24836450815200806,-0.11239026151439191,-0.24269968271255493,-0.20462948083877563,-0.10641887448569776,D
-0.07880011200904846,-0.059611380100250244,-0.03177180836871685,-0.11576363444328308,-0.174327552318573,-0.03567497755364002,-0.12336060404777527,-0.2874296307563782,-0.03930426712111057,-0.1260530948638916,-0.36705008149147034,-0.03368427927568973,-0.07371664047241211,-0.26013338565826416,0.02206512776240288,-0.07477489113807678,-0.32385849952697754,-0.007735335239772212,-0.07537773251533508,-0.23134195804595947,-0.01911216738596977,-0.06823348999023438,-0.20425927639007568,-0.022126318392906796,-0.019975364208221436,-0.2590172290802002,0.02627015722021042,-0.02442324161529541,-0.3160824775695801,-0.009069622000311028,-0.036293864250183105,-0.20805859565734863,-0.011880380538855206,-0.030317068099975586,-0.19711387157440186,-0.003317183786634814,0.028638601303100586,-0.2418040633201599,0.020513881491865504,0.02905064821243286,-0.29226887226104736,-0.018680689362440717,0.008922994136810303,-0.1970226764678955,-0.0008895142535720879,0.013228118419647217,-0.18070101737976074,0.022863252582396854,0.07915419340133667,-0.21899718046188354,0.01145686724260031,0.07537651062011719,-0.26607996225357056,-0.005184691371027839,0.05351740121841431,-0.20186859369277954,0.01228890710547148,0.05383366346359253,-0.18437713384628296,0.031241806717957843,A
-0.0776064395904541,-0.06194216012954712,-0.04301762121582442,-0.11373808979988098,-0.18983018398284912,-0.051011252280716235,-0.12116223573684692,-0.3143883943557739,-0.05590235727692061,-0.12556308507919312,-0.39916959404945374,-0.048555604245905215,-0.06751632690429688,-0.2789117097854614,0.00570444290673322,-0.06218147277832031,-0.33990782499313354,-0.026289644714836413,-0.0635012686252594,-0.23692655563354492,-0.030237360921148593,-0.0597759485244751,-0.21908313035964966,-0.027834090467933947,-0.007616937160491943,-0.2672377824783325,0.014129793207700914,-0.006860911846160889,-0.3217679262161255,-0.02324015001619273,-0.0263059139251709,-0.20241093635559082,-0.01738510566616469,-0.024280130863189697,-0.21008414030075073,-0.00242585997881406,0.04430508613586426,-0.24318253993988037,0.011236293177660173,0.04958987236022949,-0.2907511591911316,-0.032212595519069964,0.020983457565307617,-0.1885852813720703,-0.009284456324223811,0.02180171012878418,-0.18600153923034668,0.018096868816371625,0.09369659423828125,-0.21570241451263428,0.004150714661534494,0.09823113679885864,-0.25478029251098633,-0.01663326385283881,0.06923341751098633,-0.187791109085083,0.0005159787778552527,0.06521689891815186,-0.1756901741027832,0.019630667689796155,A
-0.158593088388443,-0.12589740753173828,-0.06926385544386449,-0.25297650694847107,-0.3944021463394165,-0.07938557349291386,-0.2764652967453003,-0.6411715745925903,-0.09093052379932942,-0.2796581983566284,-0.8200452327728271,-0.08314965151396336,-0.1653989851474762,-0.5757927298545837,0.041403075231642106,-0.16564255952835083,-0.7195089757442474,-0.03231982000318112,-0.16649627685546875,-0.5190538763999939,-0.05833387605991902,-0.15169450640678406,-0.46669939160346985,-0.06346251301613393,-0.05106508731842041,-0.5627898871898651,0.04625967658910213,-0.0594753623008728,-0.6912219822406769,-0.03553639955964627,-0.0858074426651001,-0.45758599042892456,-0.03709245704260411,-0.0711182951927185,-0.44294169545173645,-0.012655442097752712,0.05557584762573242,-0.5240986347198486,0.027534516079754212,0.056806743144989014,-0.6406478881835938,-0.06337409697619023,0.015355467796325684,-0.43083229660987854,-0.024433754833012244,0.02323812246322632,-0.40315407514572144,0.02976315423700271,0.16007298231124878,-0.47774794697761536,0.0013705438640272405,0.15718942880630493,-0.5866018235683441,-0.038118003384738586,0.11135435104370117,-0.4456949532032013,-0.0007230957681940708,0.11158251762390137,-0.40253591537475586,0.041352552844614365,A
-0.07572388648986816,-0.050622403621673584,-0.03319836586746305,-0.11642146110534668,-0.1573532223701477,-0.03851175859603018,-0.12632620334625244,-0.26306086778640747,-0.04260677650603384,-0.12984198331832886,-0.33877819776535034,-0.03745073258909315,-0.07015526294708252,-0.23839086294174194,0.012411498538824617,-0.07901579141616821,-0.29618239402770996,-0.016177998781529368,-0.0743187665939331,-0.20584487915039062,-0.025023145526972712,-0.06323057413101196,-0.19157850742340088,-0.027139095515337885,-0.018782377243041992,-0.23243778944015503,0.017946267574700414,-0.030615508556365967,-0.2854040861129761,-0.015371860862103404,-0.038971900939941406,-0.18256878852844238,-0.014700557962385119,-0.027597367763519287,-0.18245357275009155,-0.0044958041239056,0.026616156101226807,-0.2153978943824768,0.013875404446991979,0.019565880298614502,-0.26376843452453613,-0.022452639341679514,0.002782166004180908,-0.17240643501281738,-0.0034311045150730024,0.013785183429718018,-0.16708654165267944,0.02019779577818781,0.07119190692901611,-0.19736552238464355,0.006332184262248575,0.06356281042098999,-0.23741251230239868,-0.007855988964763583,0.04408669471740723,-0.17893195152282715,0.009100509881648122,0.05099397897720337,-0.1683582067489624,0.02701390169528395,A
-0.09671768546104431,-0.06337881088256836,-0.0475458978804113,-0.14801079034805298,-0.21602731943130493,-0.05449432052097336,-0.1629910171031952,-0.36157822608947754,-0.058859388450002825,-0.1645335555076599,-0.4600479006767273,-0.04998448036036507,-0.1075901985168457,-0.32454150915145874,0.018661866789841497,-0.09632670879364014,-0.4016849994659424,-0.019740366482949412,-0.09134143590927124,-0.2818760871887207,-0.031066975662326968,-0.08694365620613098,-0.2595875859260559,-0.03316355786643044,-0.040190666913986206,-0.3170117139816284,0.027463217159890974,-0.03400018811225891,-0.3894759714603424,-0.017288559222436106,-0.047432780265808105,-0.2501981854438782,-0.017917447829461253,-0.048419058322906494,-0.2528999447822571,-0.005616212369716322,0.020255863666534424,-0.2920231819152832,0.023099544352078283,0.03246802091598511,-0.3587644696235657,-0.027276362398481524,0.0069571733474731445,-0.235493004322052,-0.005493323890334523,0.003521442413330078,-0.22564738988876343,0.0231680449900864,0.07900416851043701,-0.2651129364967346,0.014088639883482301,0.08567118644714355,-0.3150923252105713,-0.008748257638728774,0.058731675148010254,-0.23362642526626587,0.009926561160170877,0.05145537853240967,-0.2181517481803894,0.030943401983165586,A
